,company,rating,location,headquarters,company_size,revenue,glassdoor_awards,other_awards,interview_difficulty
1254,Apple,4.1,"['TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA']","Bentonville, AR",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1255,Amazon,3.9,"['WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'VA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA']","Meridian, ID",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1256,IBM,3.8,"['VA', 'VA', 'VA', 'MD', 'VA', 'VA', 'VA', 'VA', 'MD', 'MD', 'MD', 'VA', 'MD', 'VA', 'VA', 'MD', 'NY', 'NC', 'VA', 'MD', 'MD', 'VA', 'VA', 'DC', 'VA']","Bentonville, AR",51 to 200 employees, Unknown / Non-Applicable,0,0,2.8
1257,Tata Consultancy Services,3.7,"['GA', 'NJ', 'IL', 'NJ', 'NY', 'NC', 'IL', 'OH', 'OH', 'NJ', 'NJ', 'NJ', 'TX', 'FL', 'NJ', 'NJ', 'NJ', 'MN', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NJ', 'AZ', 'NJ', 'NJ', 'TX', 'CA', 'IL', 'NJ', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ']","Lubbock, TX",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.7
1258,Infosys,3.1,"['NY', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'MS', 'PA', 'TN', 'TX', 'NJ', 'NY', 'NY', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'CA', 'NY']","New York, NY",1 to 50 employees, $10 to $25 million (USD) per year,0,0,2.6
1259,Wipro,2.9,"['GA', 'MA', 'OH', 'CA', 'OH', 'TX', 'TX', 'CA', 'MN', 'CA', 'NY', 'CA', 'MA', 'MN', 'VA', 'CA', 'CA', 'CA', 'CA', 'CA']","Draper, UT",1 to 50 employees, Unknown / Non-Applicable,0,0,2.8
1260,Appcast,4.9,10 Water Street ,"Austin, TX",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1261,MindTickle,4.9,United States,"Oakdale, MN",51 to 200 employees, $10 to $25 million (USD) per year,0,0,NA
1262,Informed.co,4.9,"['NJ', 'NJ']","Chicago, IL",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.8
1263,Button,4.9,United States,"Columbus, OH",51 to 200 employees, $25 to $50 million (USD) per year,0,1,3.2
1264,United Global Technologies,4.9,"['NC', 'NY']","Playa Vista, CA",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
1265,Silicon Staff IT Services,4.9,"['CA', 'CA']","Sarasota, FL",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3
1266,IDx (Iowa),4.9,United States,Copenhagen (Denmark),51 to 200 employees, Unknown / Non-Applicable,0,1,2.4
1267,Shyft Technologies,4.9,3131 Western Ave #403 ,"Ann Arbor, MI",51 to 200 employees, $10 to $25 million (USD) per year,0,0,3.3
1268,CampMinder,4.9,United States,"Pittsburgh, PA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1269,98point6,4.9,United States,"Provo, UT",51 to 200 employees, Unknown / Non-Applicable,0,1,3.3
1270,Verkada,4.9,405 E 4th Ave ,"Denver, CO",201 to 500 employees, $10 to $25 million (USD) per year,0,0,2.8
1271,United Global Technologies,4.9,"['NC', 'NY']","San Francisco, CA",51 to 200 employees, $5 to $10 million (USD) per year,0,1,NA
1272,Security Innovation,4.9,"['WA', 'MA']","Indianapolis, IN",51 to 200 employees, Unknown / Non-Applicable,0,1,3.7
1273,SARA SOFTWARE SYSTEMS,4.9,United States,"Troy, NY",51 to 200 employees, Unknown / Non-Applicable,0,1,4
1274,Elite Technical,4.9,"['MD', 'NY', 'FL', 'NY']","Houston, TX",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1275,Yummly,4.9,833-835 Main Street  ,"Mountain View, CA",10000+ employees, $10+ billion (USD) per year,1,1,2.8
1276,6sense,4.9,United States,"Redmond, WA",10000+ employees, $10+ billion (USD) per year,1,1,3.1
1277,Highmark Companies,4.9,United States,"San Jose, CA",10000+ employees, $10+ billion (USD) per year,1,1,NA
1278,Reaktor,4.9,"30 W 21st street, 14th floor ","Santa Clara, CA",10000+ employees, $10+ billion (USD) per year,1,1,2.9
1279,Next Century,4.9,"['MD', 'MD', 'VA', 'VA']","Cupertino, CA",10000+ employees, $10+ billion (USD) per year,1,1,3.1
1280,GSquared Group,4.9,United States,"Seattle, WA",10000+ employees, $10+ billion (USD) per year,1,1,NA
1281,Storyblocks,4.9,"['VA', 'VA']","Armonk, NY",10000+ employees, $10+ billion (USD) per year,0,1,3.7
1282,15Five,4.9,"['NY', 'NC', 'CA']",Mumbai (India),10000+ employees, $10+ billion (USD) per year,1,1,3
1283,Club Automation,4.9,"['IL', 'IL']",Bengaluru (India),10000+ employees, $10+ billion (USD) per year,1,1,NA
1284,Instapage,4.9,118 king st. ,Bengaluru (India),10000+ employees, $5 to $10 billion (USD) per year,1,1,2.6
1285,Epic!,4.9,702 Marshall Street  ,"Lebanon, NH",51 to 200 employees, Unknown / Non-Applicable,0,1,3.7
1286,Webby Central,4.9,United States,NA,NA,NA,NA,NA,NA
1287,Andhus,4.9,United States,"Jersey City, NJ",1 to 50 employees, $5 to $10 million (USD) per year,0,1,NA
1288,IGEL,4.9,540 Howard Street ,"New York, NY",51 to 200 employees, Unknown / Non-Applicable,0,1,3.3
1289,"TCG, Inc.",4.9,"['VA', 'VA']",NA,NA,NA,NA,NA,2.9
1290,"TCG, Inc.",4.9,"['VA', 'VA']","Troy, MI",1 to 50 employees, Less than $1 million (USD) per year,0,0,2.9
1291,Cargas Systems,4.9,101 North Queen Street ,"Iowa City, IA",1 to 50 employees, Less than $1 million (USD) per year,0,0,3.3
1292,CSEngineering,4.9,"['MD', 'GA']","Seattle, WA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1293,Nylas,4.9,United States,NA,NA,NA,NA,NA,2.9
1294,August Schell,4.9,United States,"Seattle, WA",51 to 200 employees, Unknown / Non-Applicable,0,1,2
1295,YCharts,4.9,United States,"San Mateo, CA",201 to 500 employees, Unknown / Non-Applicable,0,0,NA
1296,Justuno,4.9,"['TX', 'CA']",NA,NA,NA,NA,NA,3
1297,Gradelink,4.9,United States,"Wilmington, MA",51 to 200 employees, $25 to $50 million (USD) per year,0,0,3
1298,Celect,4.9,United States,"Olathe, KS",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1299,Classy Llama,4.9,2215 W Chesterfield Street ,"Ronkonkoma, NY",51 to 200 employees, $5 to $10 million (USD) per year,0,0,2.9
1300,Justuno,4.9,"['TX', 'CA']",NA,NA,NA,NA,NA,3
1301,Aurora Innovation,4.9,"['MT', 'CA', 'PA', 'CA']","Redwood City, CA",51 to 200 employees, $1 to $5 million (USD) per year,0,1,3
1302,Fetch Rewards,4.9,"['IL', 'WI']","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.3
1303,TechRev,4.9,United States,NA,NA,NA,NA,NA,2.8
1304,dscout,4.9,"222 North LaSalle Street, Suite 650 ","Helsinki, Southern Finland (Finland)",501 to 1000 employees, $50 to $100 million (USD) per year,0,1,2.9
1305,Networking For Future,4.9,"1023 15th St NW Ste 500 Washington, District of Columbia, 20005-2602, United States","Annapolis Junction, MD",51 to 200 employees, $25 to $50 million (USD) per year,1,1,3.2
1306,Unish Corp,4.9,United States,"Alpharetta, GA",1 to 50 employees, $5 to $10 million (USD) per year,0,1,NA
1307,Q Consulting,4.9,United States,NA,NA,NA,NA,NA,NA
1308,Business Technology Partners,4.9,"['IL', 'IL']","Arlington, VA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,3
1309,ASCII Group,4.9,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,1,1,2.4
1310,Even,4.9,1440 Broadway ,NA,NA,NA,NA,NA,3.3
1311,Tempered Networks,4.9,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2
1312,ClearlyRated,4.9,United States,"Redwood City, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1313,Cybrary,4.9,"['MD', 'MD']","Walpole, MA",1 to 50 employees, Unknown / Non-Applicable,0,0,2
1314,Allego,4.9,"['MA', 'MA']",NA,NA,NA,NA,NA,2.5
1315,Very Good Security,4.9,207 Powell St.  ,NA,NA,NA,NA,NA,3
1316,AndPlus,4.9,"['NJ', 'MA']","Bremen, Bremen (Germany)",201 to 500 employees, $25 to $50 million (USD) per year,0,1,NA
1317,Quantum Workplace,4.9,United States,"Washington, DC",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.5
1318,Poshmark,4.9,"203 Redwood Shores Pkwy, Floor 8 ","Washington, DC",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.6
1319,Quick Left,4.9,"902 Pearl St Boulder, Colorado, 80302-5109, United States","Lancaster, PA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,3
1320,Sphere Consulting (Chicago),4.9,"['IL', 'FL', 'NY']",NA,NA,NA,NA,NA,2.8
1321,Quantum Workplace,4.9,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.5
1322,BTI360,4.9,"['VA', 'VA']","Rockville, MD",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.9
1323,Quick Left,4.9,"902 Pearl St Boulder, Colorado, 80302-5109, United States",NA,NA,NA,NA,NA,3
1324,Poshmark,4.9,"203 Redwood Shores Pkwy, Floor 8 ","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.6
1325,BeenVerified.com,4.9,48 W. 38th St ,"Foothill Ranch, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.8
1326,Teachers Pay Teachers,4.9,United States,"Boston, MA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
1327,Quartzy,4.9,United States,"Springfield, MO",51 to 200 employees, Unknown / Non-Applicable,0,0,2.8
1328,"Visionist, Inc.",4.9,"6700 Alexander Bell Dr # 440 Columbia, Maryland, 21046-2122, United States","San Francisco, CA",1 to 50 employees, Unknown / Non-Applicable,0,0,2.3
1329,Bened Software,4.9,United States,"Palo Alto, CA",201 to 500 employees, Unknown / Non-Applicable,0,1,NA
1330,Remesh,4.9,"['OH', 'NY']","Madison, WI",51 to 200 employees, Unknown / Non-Applicable,0,1,3
1331,Valimail,4.9,"180 Montgomery Street, 20th FL ","Melbourne, FL",1 to 50 employees, Unknown / Non-Applicable,0,0,3
1332,June,4.9,United States,"Chicago, IL",51 to 200 employees, Unknown / Non-Applicable,0,1,2.5
1333,Periscope Data,4.9,1125 Mission Street ,"Washington, DC",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.6
1334,Bizible,4.9,United States,NA,NA,NA,NA,NA,2.5
1335,Praadis Technologies,4.9,United States,"Minneapolis, MN",51 to 200 employees, $10 to $25 million (USD) per year,0,1,NA
1336,DeepMap,4.9,United States,NA,NA,NA,NA,NA,3
1337,Kleiner Perkins Caufield & Byers,4.8,United States,"Deerfield, IL",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.7
1338,3Sharp,4.9,United States,"Farmington, MI",201 to 500 employees, $10 to $25 million (USD) per year,0,1,2.7
1339,Zumasys,4.8,United States,"Oakland, CA",51 to 200 employees, $25 to $50 million (USD) per year,0,0,3.3
1340,CalTech (Texas),4.8,United States,"Seattle, WA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
1341,MicroNet IT Solutions,4.8,United States,"Portland, OR",1 to 50 employees, $1 to $5 million (USD) per year,0,0,NA
1342,HOVER,4.9,"['NY', 'CA']",NA,NA,NA,NA,NA,2.6
1343,MindPoint Group,4.9,"['VA', 'VA']","College Park, MD",51 to 200 employees, $5 to $10 million (USD) per year,0,0,2.9
1344,Kimble Applications,4.9,United States,"Needham, MA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.8
1345,Onapsis,4.8,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1346,HoneyBook,4.9,United States,"Southborough, MA",51 to 200 employees, $5 to $10 million (USD) per year,0,0, 2.9
1347,SmashFly Technologies,4.9,"['MA', 'MA']",NA,NA,NA,NA,NA,2.8
1348,Marxent,4.9,"['OH', 'OH', 'FL']","Omaha, NE",51 to 200 employees, $5 to $10 million (USD) per year,0,0,3.2
1349,Cloudinary,4.9,United States,"Redwood City, CA",201 to 500 employees, $100 to $500 million (USD) per year,0,1,2.2
1350,HoneyBook,4.9,United States,"Boulder, CO",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.9
1351,Corelight,4.9,United States,"Chicago, IL",51 to 200 employees, $10 to $25 million (USD) per year,0,0,3.2
1352,Merge IT,4.8,One Financial Plaza Suite 808 ,"Omaha, NE",51 to 200 employees, $5 to $10 million (USD) per year,0,0,3
1353,percona,4.8,United States,"Ashburn, VA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
1354,G2 Inc.,4.8,"302 Sentinel Dr Ste 300 Annapolis Junction, Maryland, 20701-1061, United States","Boulder, CO",1 to 50 employees, $5 to $10 million (USD) per year,0,1,2.8
1355,Online Business Systems,4.8,8500 Normandale Lake Blvd. Ste 350 ,"Redwood City, CA",201 to 500 employees, $100 to $500 million (USD) per year,0,1,3
1356,Intevity,4.8,United States,"New York, NY",51 to 200 employees, Unknown / Non-Applicable,0,0,2
1357,Khoj Information Technology,4.8,United States,"New York, NY",51 to 200 employees, Unknown / Non-Applicable,0,0, 4.0
1358,Contactually,4.8,United States,"Hayward, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.7
1359,VALiNTRY,4.8,"['TX', 'TN', 'FL', 'FL', 'FL']","Columbia, MD",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.5
1360,IGNW,4.8,"['OR', 'OR', 'OR', 'WA']",NA,NA,NA,NA,NA,2.5
1361,Mudrasys,4.8,United States,"New York, NY",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1362,Synaptic Advisory Partners,4.8,"41 Old Solomons Island Rd Annapolis, Maryland, 21401-3853, United States","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,3
1363,Contactually,4.8,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.7
1364,Orbital Insight,4.8,"['VA', 'MA', 'CA', 'NY', 'CA']","San Francisco, CA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,3
1365,SecureLink (TX),4.8,"['TX', 'TX']","Seattle, WA",51 to 200 employees, Unknown / Non-Applicable,1,1,3.1
1366,DigitalCrafts,4.8,"['GA', 'TX']",NA,NA,NA,NA,NA,NA
1367,ARCOS,4.8,United States,"Palo Alto, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.7
1368,Plaid,4.8,"['NY', 'UT', 'CA']","Menlo Park, CA",51 to 200 employees, $50 to $100 million (USD) per year,0,0,2.8
1369,First Orion,4.8,"['TX', 'WA', 'AR']","Redmond, WA",1 to 50 employees, $5 to $10 million (USD) per year,0,1,3
1370,Plus3 IT Systems,4.8,"['VA', 'CO', 'VA', 'FL']","San Clemente, CA",1 to 50 employees, $5 to $10 million (USD) per year,0,1,3.5
1371,VALiNTRY,4.8,"['TX', 'TN', 'FL', 'FL', 'FL']","San Angelo, TX",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.5
1372,Homebot,4.8,"1660 17th St, Suite 400 ",NA,NA,NA,NA,NA,2.5
1373,Shield AI,4.8,"['PA', 'CA']","San Francisco, CA",51 to 200 employees, $5 to $10 million (USD) per year,0,0,3.6
1374,SimplePractice,4.8,"['CA', 'CA']","Alexandria, VA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.6
1375,Sezzle,4.8,251 N 1st Ave ,"Boston, MA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.7
1376,Select Resources,4.8,"['MI', 'MI', 'MI']",NA,NA,NA,NA,NA,1
1377,Powersolv,4.8,"1801, Robert Fulton Drive #550, Reston, Virginia ","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1378,AEGIS.net,4.8,"['VA', 'VA', 'MD']","Boston, MA",51 to 200 employees, Unknown / Non-Applicable,0,1,3
1379,Vyzer,4.8,United States,"Miamisburg, OH",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1380,Powersolv,4.8,"1801, Robert Fulton Drive #550, Reston, Virginia ","Santa Clara, CA",51 to 200 employees, $50 to $100 million (USD) per year,0,1,NA
1381,Select Resources,4.8,"['MI', 'MI', 'MI']","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,1
1382,BlueModus,4.8,1641 California Street #400 ,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable per year,0,0,3.1
1383,Zerion Software,4.8,United States,"Fort Lauderdale, FL",51 to 200 employees, Unknown / Non-Applicable,0,0,3
1384,Mozenda,4.8,"1064 North Country Blvd, Ste 400 ","Raleigh, NC",51 to 200 employees, $10 to $25 million (USD) per year,0,1,NA
1385,PRINCETON IT SERVICES INC.,4.8,United States,"Annapolis Junction, MD",51 to 200 employees, $25 to $50 million (USD) per year,0,1,3
1386,TechnoGen,4.8,United States,"Winnipeg, MB (Canada)",201 to 500 employees, $25 to $50 million (USD) per year,0,1,NA
1387,Karat,4.8,United States,"Altamont, NY",51 to 200 employees, Unknown / Non-Applicable,0,0,2.8
1388,SimplePractice,4.8,"['CA', 'CA']","Ramsey, NJ",1 to 50 employees, $1 to $5 million (USD) per year,0,0,2.6
1389,GoFormz,4.8,United States,"Washington, DC",51 to 200 employees, $5 to $10 million (USD) per year,0,1,3
1390,mobileforming,4.8,United States,"Winter Park, FL",51 to 200 employees, $5 to $10 million (USD) per year,0,1, 2.9
1391,SimplePractice,4.8,"['CA', 'CA']","Lake Oswego, OR",201 to 500 employees, $25 to $50 million (USD) per year,1,0,2.6
1392,Bluewave Resource Partners,4.8,United States,NA,NA,NA,NA,NA,2
1393,Alation,4.8,"3 Lagoon Drive, #300 ","Annapolis, MD",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
1394,TechnoGen,4.8,United States,"Washington, DC",51 to 200 employees, $5 to $10 million (USD) per year,0,1,NA
1395,Sezzle,4.8,251 N 1st Ave ,"Palo Alto, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.7
1396,Mailgun Technologies,4.8,112 E Pecan St #1135 ,"Austin, TX",51 to 200 employees, Unknown / Non-Applicable,1,1,3.5
1397,Real-Time Innovations,4.8,United States,"Atlanta, GA",1 to 50 employees, $1 to $5 million (USD) per year,0,1,3
1398,CIC Plus,4.8,"['IN', 'WA', 'IL']",NA,NA,NA,NA,NA,NA
1399,VedaInfo,4.8,United States,"Columbus, OH",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1400,Entelo,4.8,United States,"San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,0,0,2.9
1401,Hotel Internet Services,4.8,"['CA', 'CA']","Little Rock, AR",51 to 200 employees, Unknown / Non-Applicable,0,1,NA
1402,Geopointe,4.8,"['CA', 'CA']","Reston, VA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.5
1403,Bushel,4.8,United States,"Winter Park, FL",51 to 200 employees, $5 to $10 million (USD) per year,0,1,NA
1404,Solution Design Group,4.8,"['MN', 'MN', 'MN']","Denver, CO",1 to 50 employees, Unknown / Non-Applicable per year,0,0,3.1
1405,MessageGears,4.8,United States,"San Diego, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,1.7
1406,Rithmio,4.8,United States,"Los Angeles, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.5
1407,Color Genomics,4.8,831 Mitten Road ,"Minneapolis, MN",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.9
1408,Kyra Solutions,4.8,"['FL', 'FL', 'FL']","Grandville, MI",51 to 200 employees, $5 to $10 million (USD) per year,0,0,NA
1409,Source Allies,4.8,"['IA', 'IA']","Reston, VA",1 to 50 employees, $10 to $25 million (USD) per year,0,1,2.9
1410,Source Allies,4.8,"['IA', 'IA']",NA,NA,NA,NA,NA,2.9
1411,SurfMerchants,4.8,"41 West St FL 5 Boston, Massachusetts, 02111-1267, United States","New Castle, DE",1 to 50 employees, $10 to $25 million (USD) per year,0,0,3
1412,Kyra Solutions,4.8,"['FL', 'FL', 'FL']",NA,NA,NA,NA,NA,NA
1413,TigerGraph,4.8,United States,"Reston, VA",1 to 50 employees, $10 to $25 million (USD) per year,0,1,3
1414,Vied Technologies,4.8,United States,NA,NA,NA,NA,NA,3
1415,Asymmetrik ,4.8,"308 Sentinel Drive, Suite 400 ","Grandville, MI",51 to 200 employees, $5 to $10 million (USD) per year,0,0,2.8
1416,Winning Edge Solutions,4.8,"6751 Columbia Gateway Dr, Suite 300 ","Denver, CO",51 to 200 employees, $10 to $25 million (USD) per year,0,1,NA
1417,FastSpring,4.8,United States,"Herndon, VA",1 to 50 employees, $5 to $10 million (USD) per year,0,0,2.8
1418,Keyhole Software,4.8,"['KS', 'NE', 'MO']",NA,NA,NA,NA,NA,NA
1419,iGlobal,4.8,United States,"Hamilton, NJ",1 to 50 employees, $1 to $5 million (USD) per year,0,0,NA
1420,Vied Technologies,4.8,United States,NA,NA,NA,NA,NA,3
1421,Workato,4.8,United States,"Seattle, WA",51 to 200 employees, Unknown / Non-Applicable,0,0,3.1
1422,V12 Group,4.8,United States,"Los Angeles, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,3.1
1423,Tigerpaw Software,4.8,United States,"San Diego, CA",1 to 50 employees, $5 to $10 million (USD) per year,0,0,3.2
1424,FastSpring,4.8,United States,"Glendale, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.8
1425,ActivTrak,4.8,"['TX', 'TX']","Los Angeles, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.7
1426,Engagio,4.8,United States,"Orlando, FL",1 to 50 employees, Unknown / Non-Applicable,0,0,3.5
1427,MIM Software,4.8,United States,"Redwood City, CA",201 to 500 employees, $25 to $50 million (USD) per year,0,1,NA
1428,PhotoShelter,4.8,"33 Union Square West, 2nd Floor  ",NA,NA,NA,NA,NA,2
1429,Dwelo,4.8,"['UT', 'TX', 'UT', 'UT', 'CA']","Minneapolis, MN",51 to 200 employees, $10 to $25 million (USD) per year,0,1,NA
1430,Allen Institute for AI,4.8,United States,"San Antonio, TX",51 to 200 employees, Unknown / Non-Applicable,0,0,3.1
1431,AKA Enterprise Solutions,4.8,United States,"Sunnyvale, CA",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.8
1432,Culture Amp,4.8,United States,"Skokie, IL",51 to 200 employees, $25 to $50 million (USD) per year,0,1,3
1433,AdbaKx,4.8,"['NJ', 'NJ', 'NY']",NA,NA,NA,NA,NA,3
1434,TechProjects,4.8,United States,NA,NA,NA,NA,NA,NA
1435,MIM Software,4.8,United States,"San Francisco, CA",51 to 200 employees, $10 to $25 million (USD) per year,1,1,NA
1436,ImagineX Consulting,4.8,"['VA', 'GA', 'CO', 'NC', 'GA']",NA,NA,NA,NA,NA,NA
1437,Dwelo,4.8,"['UT', 'TX', 'UT', 'UT', 'CA']","Irvine, CA",1 to 50 employees, $5 to $10 million (USD) per year,0,0,3
1438,PhotoShelter,4.8,"33 Union Square West, 2nd Floor  ","Fargo, ND",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2
1439,Waggl,4.8,"3 Harbor Drive, Suite 200 ",NA,NA,NA,NA,NA,2
1440,PhotoShelter,4.8,"33 Union Square West, 2nd Floor  ","Golden Valley, MN",201 to 500 employees, $25 to $50 million (USD) per year,0,1,2
1441,Gravyty Technologies,4.8,United States,"Atlanta, GA",1 to 50 employees, Unknown / Non-Applicable,0,1,NA
1442,GRIN,4.8,United States,"Chicago, IL",1 to 50 employees, Unknown / Non-Applicable,0,1,3
1443,ServiceCentral Technologies,4.8,"['GA', 'OK']","Burlingame, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,NA
1444,Sectra,4.8,"2 Enterprise Drive, Suite 507 ",NA,NA,NA,NA,NA,3.3
1445,"MicroNet Systems, Inc.",4.8,United States,"Urbandale, IA",51 to 200 employees, $10 to $25 million (USD) per year,0,0,NA
1446,Amnet inc,4.8,"219 W Colo Ave Ste 200 Colorado Springs, Colorado, 80903, United States","Urbandale, IA",51 to 200 employees, $10 to $25 million (USD) per year,0,0,3
1447,BoxTone,4.8,United States,"Boston, MA",1 to 50 employees, Unknown / Non-Applicable,0,0,NA
1448,Sertifi,4.8,"222 W. Merchandise Mart Plaza, Suite 1270  ",NA,NA,NA,NA,NA,2.6
1449,Buildium,4.8,"3 Center Plaza, Suite 400 ","Redwood City, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,3.2
1450,Clari,4.8,1154 Sonora Court ,"Chantilly, VA",51 to 200 employees, $5 to $10 million (USD) per year,0,0,3.1
1451,BoxTone,4.8,United States,"Annapolis Junction, MD",51 to 200 employees, $10 to $25 million (USD) per year,0,1,NA
1452,Cartegraph,4.8,3600 Digital Dr ,"Columbia, MD",1 to 50 employees, $1 to $5 million (USD) per year,0,0,NA
1453,Sertifi,4.8,"222 W. Merchandise Mart Plaza, Suite 1270  ",NA,NA,NA,NA,NA,2.6
1454,Buildium,4.8,"3 Center Plaza, Suite 400 ","Santa Barbara, CA",51 to 200 employees, $25 to $50 million (USD) per year,0,1,3.2
1455,Liventus,4.8,"['IL', 'IL']","Leawood, KS",51 to 200 employees, Unknown / Non-Applicable,0,0,2.6
1456,ARMATURE,4.8,United States,NA,NA,NA,NA,NA,NA
